-0.00036074,0.0433661,0.094031,0.0299438,0.13697,0.100968,0.128885,0.0593024,-0.000172801,-0.0774519,0.0234323,-0.165331,0.00701951,-0.181709,-0.0644238,-0.0126739,-0.0669453,-0.0480245,0.140476,0.0584946,-0.0361144,0.0975234,0.086443,0.0157876,-0.0377836,-0.00968784,0.0108792,-0.0988002,-0.109008,-0.139512,-0.167334,-0.0265464,-0.126401,-0.00365964,-0.154953,0.027901,0.0287973,0.00666071,-0.0299239,-0.0274797,0.0907037,-0.0389646,-0.00201409,-0.0606257,-0.0823827,-0.111174,0.00713461,-0.075823,-0.112374,-0.0304517,0.0630716,0.0573661,-0.045341,0.0163674,-0.0207748,0.0227182,-0.0208376,-0.127877,-0.0881401,0.0195414,-0.0447943,-0.0505411,-0.021755,-0.0666744,0.00339851,-0.00891983,0.0597846,0.119958,0.0498228,0.131658,0.0628272,0.10411,0.0151508,-0.0858792,-0.0334723,0.0416822,-0.115721,-0.0843703,-0.108257,-0.141066,-0.0237905
-0.0197826,-0.0572469,-0.0845128,-0.136139,-0.0973346,-0.130262,-0.039746,-0.123006,-0.0979144,-0.0806318,-0.104469,-0.0118522,-0.0193612,-0.100851,-0.0403624,-0.0806026,-0.0381592,0.0319548,-0.0553362,-0.00742961,-0.111378,-0.0453012,-0.0929054,-0.0943171,0.0305912,-0.0396234,-0.0755582,-0.0638508,0.0233051,-0.0406594,-0.0876085,0.0153461,0.0249941,-0.0405021,-0.0756155,0.00548399,-0.0713215,-0.066972,-0.0161505,0.0516744,-0.00761452,-0.0133634,0.0103679,0.0330835,-0.0463942,0.0189102,0.0256233,0.00628211,-0.0188805,0.0255405,0.00850079,-0.00537665,0.0549097,-0.0203491,-0.0940972,0.0255726,-0.0320596,-0.118597,-0.0477569,-0.0525987,-0.0110365,-0.0596661,-0.0726618,0.0833051,-0.0702778,0.0965172,0.0274458,0.0805807,-0.0161763,0.11654,-0.0304784,0.0104425,-0.0461037,-0.0862509,-0.0793343,-0.0525992,-0.135295,-0.13318,-0.100671,0.0345207,-0.0997048
-0.05036,-0.0928302,-0.0656203,-0.1018,0.00409658,-0.0638857,-0.100656,-0.0598354,-0.133314,-0.148054,-0.0982659,-0.000779052,-0.0996088,-0.0859017,0.00254262,-0.0395297,0.102997,-0.0706723,0.019196,0.00844348,-0.100422,-0.0849602,-0.141855,-0.0645136,-0.0647528,-0.0111148,-0.0760008,0.053082,-0.0475905,-0.0240624,-0.0717761,-0.0733197,0.0286225,-0.0141535,-0.00364368,-0.0061383,-0.0172399,-0.0960578,-0.08465,-0.133884,-0.126923,0.0262011,-0.118979,-0.0906874,0.0584488,0.0085945,0.123978,0.109928,0.108808,0.0107665,0.0972841,0.100142,0.0965748,0.114885,-0.0497443,-0.0276471,0.104992,0.0198885,0.040712,0.0338818,-0.0951938,0.0152369,-0.0270428,0.102845,0.104137,0.194877,0.0986494,0.185743,0.164692,0.164862,0.0674361,0.0571445,-0.0130281,0.0316955,-0.0140722,-0.0811822,0.0667122,-0.0938153,0.0552229,0.0444079,-0.0497316
0.0667004,-0.0100851,0.0216751,-0.00122816,-0.0334688,0.140922,0.0235398,-0.00992362,-0.0207401,-0.0564358,-0.0933476,-0.100143,-0.0921154,0.0664655,-0.0276856,0.0734971,0.00021865,0.00932919,0.0403953,0.128897,0.140593,0.0659668,0.0122233,0.144622,0.15305,0.152539,0.100994,-0.0483079,-0.0216449,0.00831012,0.0705242,0.0203677,0.00929536,0.0736663,0.137825,0.103807,0.103309,0.0936735,0.0782631,0.0431611,0.199585,0.126055,0.113262,0.0102032,0.0562533,-0.00283233,-0.0374057,-0.0535418,-0.069091,-0.0413013,0.0854488,0.0189525,0.0285731,0.0715657,-0.0557829,0.0364008,0.035662,0.0500268,0.00578395,0.105668,0.00419047,0.101642,0.00636129,-0.0332093,-0.0994333,-0.00398738,-0.0552158,0.0260944,-0.058099,-0.0965783,-0.0697522,0.0495771,-0.0640054,-0.0124705,-0.0629458,-0.0888367,0.0590525,0.0707019,-0.0172762,0.0425235,0.0622238
-0.110074,0.0104693,-0.149775,-0.0235043,-0.12324,0.0264179,-0.0677613,-0.114901,0.00629106,-0.127798,-0.0986208,-0.160413,-0.0904414,-0.0529129,-0.131746,-0.0822055,-0.118138,-0.147123,-0.087127,-0.00875283,-0.0255755,-0.15042,0.00457778,-0.15043,-0.0692201,-0.00764219,-0.0714076,-0.0376773,0.00284749,0.0278235,-0.0856102,-0.0241519,-0.0762471,-0.113389,-0.0254186,-0.114423,-0.0508253,0.0288468,0.00615499,-0.0888726,0.00619461,-0.0160973,-0.00184667,-0.0852689,-0.0497072,0.071659,0.085218,-0.0450555,-0.0414246,0.10199,0.00419347,-0.0747436,0.0462558,-0.0231709,0.0142577,0.0630919,-0.00684787,0.106577,0.0565654,-0.0163529,0.13104,-0.0264939,0.0814773,-0.0325226,0.0187712,0.0473844,-0.0532516,0.028959,-0.00782342,-0.00276434,0.0253417,-0.0590311,0.00565456,-0.0505226,0.0262778,0.00774551,0.0235658,0.0959819,-0.0555467,-0.00890797,0.0339749
0.0840729,0.140258,0.20013,0.206999,0.0836484,0.218736,0.176164,0.170063,0.185428,0.0352293,-0.0263628,0.0509945,0.0142187,-0.0498664,-0.0345725,-0.0376277,0.0688403,0.00252341,-0.0511381,-0.0147772,0.102732,-0.0243183,0.0302216,0.121481,0.0578206,0.171696,0.0442051,0.0491119,-0.0184644,0.0231414,0.0241721,0.0256184,-0.109471,-0.0659606,-0.140961,-0.0379704,-0.0516785,-0.0666255,-0.131986,0.0303087,-0.02486,-0.00291862,0.105479,0.0712438,0.125532,-0.0400697,-0.00256439,-0.0932095,-0.0127486,-0.101418,-0.142653,-0.123286,-0.113914,-0.143261,-0.0758942,0.0333195,-0.0923485,0.0212173,-0.0223663,0.0948952,-0.0482587,0.00828162,0.115425,-0.0452448,-0.0322933,-0.132638,-0.0889604,-0.100422,-0.0461559,-0.161031,-0.0655238,-0.0655125,-0.0125215,0.0630328,0.0326853,-0.022245,0.0267771,-0.0129051,-0.0115997,0.132577,0.0276346
-0.0057821,-0.0456069,0.0450045,-0.0179407,0.0651768,0.11169,-0.00397904,0.144381,0.0284733,-0.0172846,0.0541275,-0.114675,0.0427511,0.00657375,-0.0935385,0.0249385,-0.0400578,-0.0454878,0.0210576,-0.0477027,-0.0712683,0.0205724,0.0887059,0.0369561,0.0959468,0.130527,-0.0163093,-0.107525,-0.0758065,-0.104081,0.00683943,-0.0308877,-0.0556704,-0.0374072,-0.0730484,-0.121168,0.0453203,0.0401816,-0.0703556,-0.0158414,-0.0446165,0.0389128,0.0010098,0.00954719,0.0968044,0.0875082,0.0477922,0.0173319,0.0482227,0.0100353,0.0434886,-0.0664984,-0.036056,-0.0475096,-0.0374736,-0.0647775,-0.0544417,-0.021864,0.0148929,-0.0423291,0.0350141,0.0848322,0.0329012,0.105216,0.0651753,0.126112,0.0870231,-0.0137443,0.0609247,0.0709045,-0.0359941,-0.0791575,0.0084562,-0.0209668,-0.0173334,-0.0719767,-0.0551361,-0.0564693,0.047245,0.000691633,0.0705376
0.011489,-0.0109224,0.0100651,0.117705,0.111891,-0.0238133,-0.0517315,0.0696709,-0.0938188,-0.0662234,-0.110576,-0.0119139,-0.0682534,-0.0310056,0.0769724,-0.0528493,-0.00117494,0.0682112,0.0348078,-0.0323084,0.0587129,0.0541534,0.0250492,-0.0394179,-0.0265345,-0.0665993,-0.0602875,-0.119592,-0.134542,-0.0708294,-0.00405804,-0.0269897,0.0371261,0.0264799,0.044713,-0.0224615,0.03358,0.018794,-0.10299,0.0143967,-0.0694277,-0.0935757,-0.0485339,0.0125397,-0.0897495,-0.00369059,-0.0399044,0.018384,-0.0979863,-0.105809,-0.0135078,-0.000580753,0.0498306,0.0208856,-0.0264147,0.0197559,-0.0938245,-0.0924178,0.000720013,-0.130882,-0.12589,0.00285983,-0.017921,-0.0736985,-0.155615,0.0198004,-0.102658,-0.146924,0.0364786,-0.0842762,-0.0603414,0.0613212,-0.114566,-0.0370472,-0.0194565,-0.16976,-0.137474,-0.019976,-0.0958525,-0.0235151,-0.0735822
0.0629829,0.138849,-0.0315712,0.0498886,-0.0103854,-0.0146266,-0.0754322,-0.0295649,-0.0690105,0.0548031,-0.0812352,0.0467681,0.0249218,0.0174093,0.0670621,0.0901432,0.0706788,-0.052215,0.0542299,0.130842,0.045811,-0.0472231,0.0318904,-0.0694294,0.0404838,-0.0680884,0.000109778,0.119991,0.0559942,0.118121,0.0245261,0.119939,0.0671284,0.0839592,0.0929538,0.140211,0.00264153,0.0751886,-0.076084,0.0541634,-0.0886033,-0.112594,0.0383469,-0.0922656,-0.00569304,-0.0578147,0.0634088,-0.0631129,0.103826,0.013232,0.0266156,0.0262896,0.111798,0.0340809,0.0836649,0.100954,0.0895719,-0.00989279,0.0166002,-0.0624276,-0.0191076,0.0850156,-0.0489888,0.0108647,0.0828942,0.0762097,0.0145636,0.120793,0.0173155,0.0624349,0.0955554,0.0446556,0.0493368,0.108381,0.0751929,0.143481,0.0366056,0.0643774,0.0226087,0.0880699,0.012139
-0.0935441,-0.0286464,-0.121605,-0.018729,-0.158534,-0.0284792,-0.0919918,-0.0728804,-0.0336491,0.039569,-0.014187,0.0539048,0.0289513,0.0809794,-0.0782349,-0.0574165,0.106939,0.0139274,0.025432,-0.0996064,-0.102103,-0.117485,-0.0909281,-0.0842428,-0.101384,-0.0440457,-0.106894,-0.0140365,0.027017,0.00954775,-0.0238321,0.0806073,0.143805,0.167177,0.119599,0.0494048,-0.0167759,-0.0177225,-0.0660216,0.00620802,-0.0133422,-0.0822224,-0.0254612,-0.0805844,0.0199955,0.0505401,0.0171121,0.185315,0.124336,0.159529,0.0356037,0.203477,0.143363,0.144708,0.138857,-0.0633911,0.0477883,-0.0126831,-0.0314546,-0.0458783,-0.0759698,0.0332514,0.0809392,0.124869,0.0334036,0.0294112,0.0927241,0.0698418,0.0824923,0.173485,0.189018,0.101861,0.0102178,0.065954,0.0990231,0.0582025,-0.0402708,0.0196687,-0.0262996,0.011455,-0.0301021
